,Country_Region,Confirmed,Deaths,Recovered,Date
3988,United Kingdom,11557,100,,21/01/2022
3989,United Kingdom,20425,70,,21/01/2022
3990,United Kingdom,152,1,,21/01/2022
3991,United Kingdom,499606,4165,,21/01/2022
3992,United Kingdom,4,0,,21/01/2022
3993,United Kingdom,1114066,12939,,21/01/2022
3994,United Kingdom,5524,33,,21/01/2022
3995,United Kingdom,0,266,,21/01/2022
3996,United Kingdom,753899,9551,,21/01/2022
4008,United Kingdom,27344,94,0,21/01/2022
4009,United Kingdom,10610,30,0,21/01/2022
4015,United Kingdom,0,0,0,21/01/2022
3954,United Kingdom,15,0,15,21/01/2021
3955,United Kingdom,684,12,611,21/01/2021
3956,United Kingdom,114,1,95,21/01/2021
3957,United Kingdom,382,2,346,21/01/2021
3958,United Kingdom,0,0,3148,21/01/2021
3959,United Kingdom,3092041,102597,0,21/01/2021
3960,United Kingdom,35,0,29,21/01/2021
3961,United Kingdom,3881,59,3033,21/01/2021
3962,United Kingdom,432,25,357,21/01/2021
3963,United Kingdom,13,1,12,21/01/2021
3964,United Kingdom,98351,2370,0,21/01/2021
3965,United Kingdom,4,0,4,21/01/2021
3966,United Kingdom,168219,8031,0,21/01/2021
3967,United Kingdom,1164,7,935,21/01/2021
3968,United Kingdom,0,133,0,21/01/2021
3969,United Kingdom,185035,6516,0,21/01/2021
4006,United Kingdom,3077,62,0,21/01/2021
4007,United Kingdom,310,16,0,21/01/2021
4013,United Kingdom,0,0,0,21/01/2021
3987,United Kingdom,3904,12,,20/01/2023
3988,United Kingdom,18751,157,,20/01/2023
3989,United Kingdom,7305,64,,20/01/2023
3990,United Kingdom,31472,37,,20/01/2023
3991,United Kingdom,0,0,,20/01/2023
3992,United Kingdom,20503511,184928,,20/01/2023
3993,United Kingdom,1930,0,,20/01/2023
3994,United Kingdom,20392,111,,20/01/2023
3995,United Kingdom,34672,66,,20/01/2023
3996,United Kingdom,38008,116,,20/01/2023
3997,United Kingdom,66259,155,,20/01/2023
3998,United Kingdom,1403,8,,20/01/2023
3999,United Kingdom,713294,5118,,20/01/2023
4000,United Kingdom,4,0,,20/01/2023
4001,United Kingdom,2166,0,,20/01/2023
4002,United Kingdom,2147103,16696,,20/01/2023
4003,United Kingdom,6522,38,,20/01/2023
4004,United Kingdom,0,335,,20/01/2023
4005,United Kingdom,895328,11448,,20/01/2023
3981,United Kingdom,2187,7,,20/01/2022
3982,United Kingdom,9766,112,,20/01/2022
3983,United Kingdom,5602,47,,20/01/2022
3984,United Kingdom,12023,15,,20/01/2022
3985,United Kingdom,0,0,,20/01/2022
3986,United Kingdom,13255586,154916,,20/01/2022
3987,United Kingdom,85,0,,20/01/2022
3988,United Kingdom,11392,100,,20/01/2022
3989,United Kingdom,20306,70,,20/01/2022
3990,United Kingdom,151,1,,20/01/2022
3991,United Kingdom,496038,4160,,20/01/2022
3992,United Kingdom,4,0,,20/01/2022
3993,United Kingdom,1110186,12920,,20/01/2022
3994,United Kingdom,5442,32,,20/01/2022
3995,United Kingdom,0,266,,20/01/2022
3996,United Kingdom,751473,9540,,20/01/2022
4008,United Kingdom,27045,94,0,20/01/2022
4009,United Kingdom,10560,30,0,20/01/2022
4015,United Kingdom,0,0,0,20/01/2022
3953,United Kingdom,15,0,15,20/01/2021
3954,United Kingdom,684,12,611,20/01/2021
3955,United Kingdom,114,1,95,20/01/2021
3956,United Kingdom,381,2,341,20/01/2021
3957,United Kingdom,0,0,3107,20/01/2021
3958,United Kingdom,3057670,101393,0,20/01/2021
3959,United Kingdom,35,0,29,20/01/2021
3960,United Kingdom,3845,53,2994,20/01/2021
3961,United Kingdom,432,25,357,20/01/2021
3962,United Kingdom,13,1,12,20/01/2021
3963,United Kingdom,97619,2350,0,20/01/2021
3964,United Kingdom,4,0,4,20/01/2021
3965,United Kingdom,166583,7964,0,20/01/2021
3966,United Kingdom,1125,7,931,20/01/2021
3967,United Kingdom,0,130,0,20/01/2021
3968,United Kingdom,183882,6460,0,20/01/2021
4005,United Kingdom,3065,62,0,20/01/2021
4006,United Kingdom,309,16,0,20/01/2021
4012,United Kingdom,0,0,0,20/01/2021
3987,United Kingdom,3904,12,,19/01/2023
3988,United Kingdom,18751,157,,19/01/2023
3989,United Kingdom,7305,64,,19/01/2023
3990,United Kingdom,31472,37,,19/01/2023
3991,United Kingdom,0,0,,19/01/2023
3992,United Kingdom,20503511,184864,,19/01/2023
3993,United Kingdom,1930,0,,19/01/2023
3994,United Kingdom,20379,111,,19/01/2023
3995,United Kingdom,34672,66,,19/01/2023
3996,United Kingdom,38008,116,,19/01/2023
3997,United Kingdom,66174,154,,19/01/2023
3998,United Kingdom,1403,8,,19/01/2023
3999,United Kingdom,713294,5115,,19/01/2023
4000,United Kingdom,4,0,,19/01/2023
4001,United Kingdom,2166,0,,19/01/2023
4002,United Kingdom,2147103,16689,,19/01/2023
4003,United Kingdom,6522,38,,19/01/2023
4004,United Kingdom,0,335,,19/01/2023
4005,United Kingdom,895328,11442,,19/01/2023
3981,United Kingdom,2187,7,,19/01/2022
3982,United Kingdom,9144,110,,19/01/2022
3983,United Kingdom,5449,47,,19/01/2022
3984,United Kingdom,12023,15,,19/01/2022
3985,United Kingdom,0,0,,19/01/2022
3986,United Kingdom,13160429,154750,,19/01/2022
3987,United Kingdom,85,0,,19/01/2022
3988,United Kingdom,11216,100,,19/01/2022
3989,United Kingdom,20179,70,,19/01/2022
3990,United Kingdom,148,1,,19/01/2022
3991,United Kingdom,492159,4153,,19/01/2022
3992,United Kingdom,4,0,,19/01/2022
3993,United Kingdom,1105454,12899,,19/01/2022
3994,United Kingdom,5271,32,,19/01/2022
3995,United Kingdom,0,265,,19/01/2022
3996,United Kingdom,748708,9534,,19/01/2022
4008,United Kingdom,26731,92,0,19/01/2022
4009,United Kingdom,10505,30,0,19/01/2022
4015,United Kingdom,0,0,0,19/01/2022
3953,United Kingdom,15,0,15,19/01/2021
3954,United Kingdom,684,12,603,19/01/2021
3955,United Kingdom,114,1,95,19/01/2021
3956,United Kingdom,381,2,334,19/01/2021
3957,United Kingdom,0,0,3107,19/01/2021
3958,United Kingdom,3022609,100156,0,19/01/2021
3959,United Kingdom,32,0,27,19/01/2021
3960,United Kingdom,3793,47,2914,19/01/2021
3961,United Kingdom,432,25,354,19/01/2021
3962,United Kingdom,13,1,12,19/01/2021
3963,United Kingdom,96714,2327,0,19/01/2021
3964,United Kingdom,4,0,4,19/01/2021
3965,United Kingdom,164927,7896,0,19/01/2021
3966,United Kingdom,1105,7,902,19/01/2021
3967,United Kingdom,0,129,0,19/01/2021
3968,United Kingdom,182599,6406,0,19/01/2021
4005,United Kingdom,3056,62,0,19/01/2021
4006,United Kingdom,309,16,0,19/01/2021
4012,United Kingdom,0,0,0,19/01/2021
3987,United Kingdom,3904,12,,18/01/2023
3988,United Kingdom,18751,157,,18/01/2023
3989,United Kingdom,7305,64,,18/01/2023
3990,United Kingdom,31472,37,,18/01/2023
3991,United Kingdom,0,0,,18/01/2023
3992,United Kingdom,20489558,184796,,18/01/2023
3993,United Kingdom,1930,0,,18/01/2023
3994,United Kingdom,20379,111,,18/01/2023
3995,United Kingdom,34672,66,,18/01/2023
3996,United Kingdom,38008,116,,18/01/2023
3997,United Kingdom,66174,154,,18/01/2023
3998,United Kingdom,1403,8,,18/01/2023
3999,United Kingdom,713294,5112,,18/01/2023
4000,United Kingdom,4,0,,18/01/2023
4001,United Kingdom,2166,0,,18/01/2023
4002,United Kingdom,2145484,16681,,18/01/2023
4003,United Kingdom,6522,38,,18/01/2023
4004,United Kingdom,0,335,,18/01/2023
4005,United Kingdom,895053,11440,,18/01/2023
3981,United Kingdom,2109,7,,18/01/2022
3982,United Kingdom,9144,110,,18/01/2022
3983,United Kingdom,5449,47,,18/01/2022
3984,United Kingdom,12023,15,,18/01/2022
3985,United Kingdom,0,0,,18/01/2022
3986,United Kingdom,13064494,154570,,18/01/2022
3987,United Kingdom,85,0,,18/01/2022
3988,United Kingdom,11064,100,,18/01/2022
3989,United Kingdom,20087,70,,18/01/2022
3990,United Kingdom,146,1,,18/01/2022
3991,United Kingdom,487708,4146,,18/01/2022
3992,United Kingdom,4,0,,18/01/2022
3993,United Kingdom,1100526,12878,,18/01/2022
3994,United Kingdom,5195,30,,18/01/2022
3995,United Kingdom,0,265,,18/01/2022
3996,United Kingdom,746572,9521,,18/01/2022
4008,United Kingdom,26406,92,0,18/01/2022
4009,United Kingdom,10441,30,0,18/01/2022
4015,United Kingdom,0,0,0,18/01/2022
3953,United Kingdom,15,0,15,18/01/2021
3954,United Kingdom,683,12,598,18/01/2021
3955,United Kingdom,114,1,95,18/01/2021
3956,United Kingdom,380,2,330,18/01/2021
3957,United Kingdom,0,0,3073,18/01/2021
3958,United Kingdom,2992238,98828,0,18/01/2021
3959,United Kingdom,32,0,27,18/01/2021
3960,United Kingdom,3712,45,2840,18/01/2021
3961,United Kingdom,432,25,354,18/01/2021
3962,United Kingdom,13,1,12,18/01/2021
3963,United Kingdom,96001,2299,0,18/01/2021
3964,United Kingdom,4,0,4,18/01/2021
3965,United Kingdom,163762,7819,0,18/01/2021
3966,United Kingdom,1105,7,902,18/01/2021
3967,United Kingdom,0,126,0,18/01/2021
3968,United Kingdom,181493,6352,0,18/01/2021
4005,United Kingdom,3051,62,0,18/01/2021
4006,United Kingdom,309,16,0,18/01/2021
4012,United Kingdom,0,0,0,18/01/2021
3987,United Kingdom,3904,12,,17/01/2023
3988,United Kingdom,18718,155,,17/01/2023
3989,United Kingdom,7305,64,,17/01/2023
3990,United Kingdom,31472,37,,17/01/2023
3991,United Kingdom,0,0,,17/01/2023
3992,United Kingdom,20489558,184726,,17/01/2023
3993,United Kingdom,1930,0,,17/01/2023
3994,United Kingdom,20379,111,,17/01/2023
3995,United Kingdom,34564,62,,17/01/2023
3996,United Kingdom,38008,116,,17/01/2023
3997,United Kingdom,66174,154,,17/01/2023
3998,United Kingdom,1403,8,,17/01/2023
3999,United Kingdom,713294,5110,,17/01/2023
4000,United Kingdom,4,0,,17/01/2023
4001,United Kingdom,2166,0,,17/01/2023
4002,United Kingdom,2145484,16669,,17/01/2023
4003,United Kingdom,6479,36,,17/01/2023
4004,United Kingdom,0,335,,17/01/2023
4005,United Kingdom,895053,11436,,17/01/2023
3981,United Kingdom,2109,7,,17/01/2022
3982,United Kingdom,9144,110,,17/01/2022
3983,United Kingdom,5449,47,,17/01/2022
3984,United Kingdom,12023,15,,17/01/2022
3985,United Kingdom,0,0,,17/01/2022
3986,United Kingdom,12979908,154369,,17/01/2022
3987,United Kingdom,85,0,,17/01/2022
3988,United Kingdom,10935,100,,17/01/2022
3989,United Kingdom,19956,70,,17/01/2022
3990,United Kingdom,139,1,,17/01/2022
3991,United Kingdom,483627,4140,,17/01/2022
3992,United Kingdom,4,0,,17/01/2022
3993,United Kingdom,1097158,12864,,17/01/2022
3994,United Kingdom,5110,30,,17/01/2022
3995,United Kingdom,0,264,,17/01/2022
3996,United Kingdom,744717,9510,,17/01/2022
4008,United Kingdom,26164,92,0,17/01/2022
4009,United Kingdom,10415,30,0,17/01/2022
4015,United Kingdom,0,0,0,17/01/2022
3953,United Kingdom,15,0,15,17/01/2021
3954,United Kingdom,670,12,583,17/01/2021
3955,United Kingdom,114,1,95,17/01/2021
3956,United Kingdom,374,2,328,17/01/2021
3957,United Kingdom,0,0,3049,17/01/2021
3958,United Kingdom,2958104,97586,0,17/01/2021
3959,United Kingdom,32,0,27,17/01/2021
3960,United Kingdom,3670,43,2689,17/01/2021
3961,United Kingdom,428,25,354,17/01/2021
3962,United Kingdom,13,1,12,17/01/2021
3963,United Kingdom,95361,2276,0,17/01/2021
3964,United Kingdom,4,0,4,17/01/2021
3965,United Kingdom,162333,7747,0,17/01/2021
3966,United Kingdom,1102,6,890,17/01/2021
3967,United Kingdom,0,123,0,17/01/2021
3968,United Kingdom,180161,6291,0,17/01/2021
4005,United Kingdom,3044,62,0,17/01/2021
4006,United Kingdom,309,16,0,17/01/2021
4012,United Kingdom,0,0,0,17/01/2021
3987,United Kingdom,3904,12,,16/01/2023
3988,United Kingdom,18718,155,,16/01/2023
3989,United Kingdom,7305,64,,16/01/2023
3990,United Kingdom,31472,37,,16/01/2023
3991,United Kingdom,0,0,,16/01/2023
3992,United Kingdom,20489558,184655,,16/01/2023
3993,United Kingdom,1930,0,,16/01/2023
3994,United Kingdom,20379,111,,16/01/2023
3995,United Kingdom,34564,62,,16/01/2023
3996,United Kingdom,38008,116,,16/01/2023
3997,United Kingdom,66174,154,,16/01/2023
3998,United Kingdom,1403,8,,16/01/2023
3999,United Kingdom,713294,5109,,16/01/2023
4000,United Kingdom,4,0,,16/01/2023
4001,United Kingdom,2166,0,,16/01/2023
4002,United Kingdom,2145484,16658,,16/01/2023
4003,United Kingdom,6479,36,,16/01/2023
4004,United Kingdom,0,335,,16/01/2023
4005,United Kingdom,895053,11428,,16/01/2023
3981,United Kingdom,2109,7,,16/01/2022
3982,United Kingdom,8541,110,,16/01/2022
3983,United Kingdom,5255,42,,16/01/2022
3984,United Kingdom,11666,15,,16/01/2022
3985,United Kingdom,0,0,,16/01/2022
3986,United Kingdom,12906041,154172,,16/01/2022
3987,United Kingdom,85,0,,16/01/2022
3988,United Kingdom,10833,100,,16/01/2022
3989,United Kingdom,19686,70,,16/01/2022
3990,United Kingdom,139,1,,16/01/2022
3991,United Kingdom,480332,4135,,16/01/2022
3992,United Kingdom,4,0,,16/01/2022
3993,United Kingdom,1090165,12847,,16/01/2022
3994,United Kingdom,5110,30,,16/01/2022
3995,United Kingdom,0,264,,16/01/2022
3996,United Kingdom,740742,9497,,16/01/2022
4008,United Kingdom,25908,92,0,16/01/2022
4009,United Kingdom,10371,30,0,16/01/2022
4015,United Kingdom,0,0,0,16/01/2022
3953,United Kingdom,15,0,15,16/01/2021
3954,United Kingdom,670,12,583,16/01/2021
3955,United Kingdom,114,1,95,16/01/2021
3956,United Kingdom,374,2,328,16/01/2021
3957,United Kingdom,0,0,2997,16/01/2021
3958,United Kingdom,2922841,96357,0,16/01/2021
3959,United Kingdom,32,0,27,16/01/2021
3960,United Kingdom,3637,34,2588,16/01/2021
3961,United Kingdom,419,25,354,16/01/2021
3962,United Kingdom,13,1,12,16/01/2021
3963,United Kingdom,94539,2241,0,16/01/2021
3964,United Kingdom,4,0,4,16/01/2021
3965,United Kingdom,160992,7697,0,16/01/2021
3966,United Kingdom,1079,6,863,16/01/2021
3967,United Kingdom,0,122,0,16/01/2021
3968,United Kingdom,178989,6245,0,16/01/2021
4005,United Kingdom,3033,60,0,16/01/2021
4006,United Kingdom,309,16,0,16/01/2021
4012,United Kingdom,0,0,0,16/01/2021
3987,United Kingdom,3904,12,,15/01/2023
3988,United Kingdom,18718,155,,15/01/2023
3989,United Kingdom,7305,64,,15/01/2023
3990,United Kingdom,31472,37,,15/01/2023
3991,United Kingdom,0,0,,15/01/2023
3992,United Kingdom,20489558,184568,,15/01/2023
3993,United Kingdom,1930,0,,15/01/2023
3994,United Kingdom,20379,111,,15/01/2023
3995,United Kingdom,34564,62,,15/01/2023
3996,United Kingdom,38008,116,,15/01/2023
3997,United Kingdom,66174,154,,15/01/2023
3998,United Kingdom,1403,8,,15/01/2023
3999,United Kingdom,713294,5107,,15/01/2023
4000,United Kingdom,4,0,,15/01/2023
4001,United Kingdom,2166,0,,15/01/2023
4002,United Kingdom,2145484,16650,,15/01/2023
4003,United Kingdom,6479,36,,15/01/2023
4004,United Kingdom,0,334,,15/01/2023
4005,United Kingdom,895053,11421,,15/01/2023
3981,United Kingdom,2040,6,,15/01/2022
3982,United Kingdom,8541,110,,15/01/2022
3983,United Kingdom,5255,42,,15/01/2022
3984,United Kingdom,11666,15,,15/01/2022
3985,United Kingdom,0,0,,15/01/2022
3986,United Kingdom,12840532,153962,,15/01/2022
3987,United Kingdom,85,0,,15/01/2022
3988,United Kingdom,10725,100,,15/01/2022
3989,United Kingdom,19686,70,,15/01/2022
3990,United Kingdom,129,1,,15/01/2022
3991,United Kingdom,477814,4129,,15/01/2022
3992,United Kingdom,4,0,,15/01/2022
3993,United Kingdom,1090165,12828,,15/01/2022
3994,United Kingdom,5025,30,,15/01/2022
3995,United Kingdom,0,263,,15/01/2022
3996,United Kingdom,738609,9477,,15/01/2022
4008,United Kingdom,25618,92,0,15/01/2022
4009,United Kingdom,10314,30,0,15/01/2022
4015,United Kingdom,0,0,0,15/01/2022
3953,United Kingdom,15,0,13,15/01/2021
3954,United Kingdom,667,12,571,15/01/2021
3955,United Kingdom,114,1,95,15/01/2021
3956,United Kingdom,374,2,328,15/01/2021
3957,United Kingdom,0,0,2997,15/01/2021
3958,United Kingdom,2885082,95116,0,15/01/2021
3959,United Kingdom,32,0,27,15/01/2021
3960,United Kingdom,3575,30,2432,15/01/2021
3961,United Kingdom,418,25,354,15/01/2021
3962,United Kingdom,13,1,12,15/01/2021
3963,United Kingdom,93834,2218,0,15/01/2021
3964,United Kingdom,4,0,4,15/01/2021
3965,United Kingdom,159239,7620,0,15/01/2021
3966,United Kingdom,1062,6,862,15/01/2021
3967,United Kingdom,0,118,0,15/01/2021
3968,United Kingdom,177864,6171,0,15/01/2021
4005,United Kingdom,3022,60,0,15/01/2021
4006,United Kingdom,308,16,0,15/01/2021
4012,United Kingdom,0,0,0,15/01/2021
3987,United Kingdom,3904,12,,14/01/2023
3988,United Kingdom,18718,155,,14/01/2023
3989,United Kingdom,7305,64,,14/01/2023
3990,United Kingdom,31472,37,,14/01/2023
3991,United Kingdom,0,0,,14/01/2023
3992,United Kingdom,20489558,184483,,14/01/2023
3993,United Kingdom,1930,0,,14/01/2023
3994,United Kingdom,20379,111,,14/01/2023
3995,United Kingdom,34564,62,,14/01/2023
3996,United Kingdom,38008,116,,14/01/2023
3997,United Kingdom,66174,154,,14/01/2023
3998,United Kingdom,1403,8,,14/01/2023
3999,United Kingdom,713294,5103,,14/01/2023
4000,United Kingdom,4,0,,14/01/2023
4001,United Kingdom,2166,0,,14/01/2023
4002,United Kingdom,2145484,16636,,14/01/2023
4003,United Kingdom,6479,36,,14/01/2023
4004,United Kingdom,0,334,,14/01/2023
4005,United Kingdom,895053,11412,,14/01/2023
3981,United Kingdom,2040,6,,14/01/2022
3982,United Kingdom,8541,110,,14/01/2022
3983,United Kingdom,5255,42,,14/01/2022
3984,United Kingdom,11666,14,,14/01/2022
3985,United Kingdom,0,0,,14/01/2022
3986,United Kingdom,12766944,153752,,14/01/2022
3987,United Kingdom,85,0,,14/01/2022
3988,United Kingdom,10549,100,,14/01/2022
3989,United Kingdom,19686,70,,14/01/2022
3990,United Kingdom,129,1,,14/01/2022
3991,United Kingdom,475146,4125,,14/01/2022
3992,United Kingdom,4,0,,14/01/2022
3993,United Kingdom,1085696,12804,,14/01/2022
3994,United Kingdom,4956,30,,14/01/2022
3995,United Kingdom,0,262,,14/01/2022
3996,United Kingdom,738609,9457,,14/01/2022
4008,United Kingdom,25327,92,0,14/01/2022
4009,United Kingdom,10228,30,0,14/01/2022
4015,United Kingdom,0,0,0,14/01/2022
3952,United Kingdom,15,0,13,14/01/2021
3953,United Kingdom,664,12,566,14/01/2021
3954,United Kingdom,114,1,95,14/01/2021
3955,United Kingdom,368,2,326,14/01/2021
3956,United Kingdom,0,0,2997,14/01/2021
3957,United Kingdom,2834341,93954,0,14/01/2021
3958,United Kingdom,32,0,27,14/01/2021
3959,United Kingdom,3509,25,2343,14/01/2021
3960,United Kingdom,417,25,354,14/01/2021
3961,United Kingdom,13,1,12,14/01/2021
3962,United Kingdom,92782,2189,0,14/01/2021
3963,United Kingdom,4,0,4,14/01/2021
3964,United Kingdom,157079,7556,0,14/01/2021
3965,United Kingdom,1030,6,847,14/01/2021
3966,United Kingdom,0,116,0,14/01/2021
3967,United Kingdom,176056,6104,0,14/01/2021
4004,United Kingdom,3005,59,0,14/01/2021
4005,United Kingdom,308,16,0,14/01/2021
4011,United Kingdom,0,0,0,14/01/2021
3987,United Kingdom,3904,12,,13/01/2023
3988,United Kingdom,18718,155,,13/01/2023
3989,United Kingdom,7305,64,,13/01/2023
3990,United Kingdom,31472,37,,13/01/2023
3991,United Kingdom,0,0,,13/01/2023
3992,United Kingdom,20489558,184401,,13/01/2023
3993,United Kingdom,1930,0,,13/01/2023
3994,United Kingdom,20379,111,,13/01/2023
3995,United Kingdom,34564,62,,13/01/2023
3996,United Kingdom,38008,116,,13/01/2023
3997,United Kingdom,66174,154,,13/01/2023
3998,United Kingdom,1403,8,,13/01/2023
3999,United Kingdom,713294,5100,,13/01/2023
4000,United Kingdom,4,0,,13/01/2023
4001,United Kingdom,2166,0,,13/01/2023
4002,United Kingdom,2145484,16630,,13/01/2023
4003,United Kingdom,6479,36,,13/01/2023
4004,United Kingdom,0,333,,13/01/2023
4005,United Kingdom,895053,11404,,13/01/2023
3981,United Kingdom,1942,6,,13/01/2022
3982,United Kingdom,7880,110,,13/01/2022
3983,United Kingdom,4947,40,,13/01/2022
3984,United Kingdom,11666,14,,13/01/2022
3985,United Kingdom,0,0,,13/01/2022
3986,United Kingdom,12680151,153550,,13/01/2022
3987,United Kingdom,85,0,,13/01/2022
3988,United Kingdom,10400,100,,13/01/2022
3989,United Kingdom,19563,70,,13/01/2022
3990,United Kingdom,118,1,,13/01/2022
3991,United Kingdom,472192,4122,,13/01/2022
3992,United Kingdom,4,0,,13/01/2022
3993,United Kingdom,1079729,12784,,13/01/2022
3994,United Kingdom,4731,28,,13/01/2022
3995,United Kingdom,0,261,,13/01/2022
3996,United Kingdom,735745,9448,,13/01/2022
4008,United Kingdom,24993,90,0,13/01/2022
4009,United Kingdom,10131,30,0,13/01/2022
4015,United Kingdom,0,0,0,13/01/2022
3952,United Kingdom,15,0,13,13/01/2021
3953,United Kingdom,661,12,558,13/01/2021
3954,United Kingdom,114,1,95,13/01/2021
3955,United Kingdom,362,2,325,13/01/2021
3956,United Kingdom,0,0,2969,13/01/2021
3957,United Kingdom,2789983,92787,0,13/01/2021
3958,United Kingdom,32,0,27,13/01/2021
3959,United Kingdom,3431,20,2259,13/01/2021
3960,United Kingdom,414,25,353,13/01/2021
3961,United Kingdom,13,1,12,13/01/2021
3962,United Kingdom,91809,2155,0,13/01/2021
3963,United Kingdom,4,0,4,13/01/2021
3964,United Kingdom,155372,7492,0,13/01/2021
3965,United Kingdom,1011,6,819,13/01/2021
3966,United Kingdom,0,116,0,13/01/2021
3967,United Kingdom,174412,6028,0,13/01/2021
4004,United Kingdom,2996,59,0,13/01/2021
4005,United Kingdom,307,16,0,13/01/2021
4011,United Kingdom,0,0,0,13/01/2021
3987,United Kingdom,3904,12,,12/01/2023
3988,United Kingdom,18718,155,,12/01/2023
3989,United Kingdom,7305,64,,12/01/2023
3990,United Kingdom,31472,37,,12/01/2023
3991,United Kingdom,0,0,,12/01/2023
3992,United Kingdom,20489558,184322,,12/01/2023
3993,United Kingdom,1930,0,,12/01/2023
3994,United Kingdom,20379,111,,12/01/2023
3995,United Kingdom,34397,69,,12/01/2023
3996,United Kingdom,38008,116,,12/01/2023
3997,United Kingdom,65976,150,,12/01/2023
3998,United Kingdom,1403,8,,12/01/2023
3999,United Kingdom,713294,5098,,12/01/2023
4000,United Kingdom,4,0,,12/01/2023
4001,United Kingdom,2166,0,,12/01/2023
4002,United Kingdom,2145484,16621,,12/01/2023
4003,United Kingdom,6479,36,,12/01/2023
4004,United Kingdom,0,333,,12/01/2023
4005,United Kingdom,895053,11392,,12/01/2023
3981,United Kingdom,1942,6,,12/01/2022
3982,United Kingdom,7880,110,,12/01/2022
3983,United Kingdom,4947,40,,12/01/2022
3984,United Kingdom,11666,14,,12/01/2022
3985,United Kingdom,0,0,,12/01/2022
3986,United Kingdom,12585787,153360,,12/01/2022
3987,United Kingdom,85,0,,12/01/2022
3988,United Kingdom,10248,100,,12/01/2022
3989,United Kingdom,19406,68,,12/01/2022
3990,United Kingdom,118,1,,12/01/2022
3991,United Kingdom,469212,4112,,12/01/2022
3992,United Kingdom,4,0,,12/01/2022
3993,United Kingdom,1074591,12755,,12/01/2022
3994,United Kingdom,4636,28,,12/01/2022
3995,United Kingdom,0,261,,12/01/2022
3996,United Kingdom,732548,9435,,12/01/2022
4008,United Kingdom,24666,90,0,12/01/2022
4009,United Kingdom,10042,30,0,12/01/2022
4015,United Kingdom,0,0,0,12/01/2022
3952,United Kingdom,15,0,13,12/01/2021
3953,United Kingdom,656,12,554,12/01/2021
3954,United Kingdom,114,1,95,12/01/2021
3955,United Kingdom,362,2,316,12/01/2021
3956,United Kingdom,0,0,2948,12/01/2021
3957,United Kingdom,2747085,91626,0,12/01/2021
3958,United Kingdom,29,0,27,12/01/2021
3959,United Kingdom,3324,17,2213,12/01/2021
3960,United Kingdom,406,25,351,12/01/2021
3961,United Kingdom,13,1,12,12/01/2021
3962,United Kingdom,90664,2131,0,12/01/2021
3963,United Kingdom,4,0,4,12/01/2021
3964,United Kingdom,153423,7439,0,12/01/2021
3965,United Kingdom,1011,6,819,12/01/2021
3966,United Kingdom,0,113,0,12/01/2021
3967,United Kingdom,172879,5960,0,12/01/2021
4004,United Kingdom,2982,57,0,12/01/2021
4005,United Kingdom,306,16,0,12/01/2021
4011,United Kingdom,0,0,0,12/01/2021
3987,United Kingdom,3904,12,,11/01/2023
3988,United Kingdom,18718,155,,11/01/2023
3989,United Kingdom,7305,64,,11/01/2023
3990,United Kingdom,31472,37,,11/01/2023
3991,United Kingdom,0,0,,11/01/2023
3992,United Kingdom,20465614,184222,,11/01/2023
3993,United Kingdom,1930,0,,11/01/2023
3994,United Kingdom,20342,111,,11/01/2023
3995,United Kingdom,34397,69,,11/01/2023
3996,United Kingdom,38008,116,,11/01/2023
3997,United Kingdom,65976,150,,11/01/2023
3998,United Kingdom,1403,8,,11/01/2023
3999,United Kingdom,713294,5092,,11/01/2023
4000,United Kingdom,4,0,,11/01/2023
4001,United Kingdom,2166,0,,11/01/2023
4002,United Kingdom,2136695,16616,,11/01/2023
4003,United Kingdom,6479,36,,11/01/2023
4004,United Kingdom,0,333,,11/01/2023
4005,United Kingdom,894524,11387,,11/01/2023
3981,United Kingdom,1942,6,,11/01/2022
3982,United Kingdom,7880,110,,11/01/2022
3983,United Kingdom,4764,40,,11/01/2022
3984,United Kingdom,11226,12,,11/01/2022
3985,United Kingdom,0,0,,11/01/2022
3986,United Kingdom,12469614,153162,,11/01/2022
3987,United Kingdom,85,0,,11/01/2022
3988,United Kingdom,10096,100,,11/01/2022
3989,United Kingdom,18847,68,,11/01/2022
3990,United Kingdom,114,1,,11/01/2022
3991,United Kingdom,466290,4101,,11/01/2022
3992,United Kingdom,4,0,,11/01/2022
3993,United Kingdom,1067028,12739,,11/01/2022
3994,United Kingdom,4094,27,,11/01/2022
3995,United Kingdom,0,261,,11/01/2022
3996,United Kingdom,729662,9422,,11/01/2022
4008,United Kingdom,24217,90,0,11/01/2022
4009,United Kingdom,9946,28,0,11/01/2022
4015,United Kingdom,0,0,0,11/01/2022
3952,United Kingdom,15,0,13,11/01/2021
3953,United Kingdom,656,12,554,11/01/2021
3954,United Kingdom,114,1,95,11/01/2021
3955,United Kingdom,362,2,316,11/01/2021
3956,United Kingdom,0,0,2850,11/01/2021
3957,United Kingdom,2705964,90453,0,11/01/2021
3958,United Kingdom,29,0,27,11/01/2021
3959,United Kingdom,3240,16,2119,11/01/2021
3960,United Kingdom,403,25,351,11/01/2021
3961,United Kingdom,13,1,12,11/01/2021
3962,United Kingdom,89459,2106,0,11/01/2021
3963,United Kingdom,4,0,4,11/01/2021
3964,United Kingdom,151548,7382,0,11/01/2021
3965,United Kingdom,994,6,812,11/01/2021
3966,United Kingdom,0,111,0,11/01/2021
3967,United Kingdom,171547,5897,0,11/01/2021
