,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date
0,Mainland China,2020-03-01T10:13:19,66907.0,2761.0,31536.0,01-03-2020
3,Mainland China,2020-03-01T14:13:18,1349.0,7.0,1016.0,01-03-2020
4,Mainland China,2020-03-01T14:13:18,1272.0,22.0,1198.0,01-03-2020
5,Mainland China,2020-03-01T10:13:33,1205.0,1.0,1046.0,01-03-2020
6,Mainland China,2020-03-01T10:03:03,1018.0,4.0,866.0,01-03-2020
7,Mainland China,2020-03-01T10:03:03,990.0,6.0,873.0,01-03-2020
9,Mainland China,2020-03-01T01:13:10,935.0,1.0,831.0,01-03-2020
10,Mainland China,2020-03-01T11:33:03,758.0,6.0,443.0,01-03-2020
12,Mainland China,2020-03-01T10:03:03,631.0,0.0,536.0,01-03-2020
13,Mainland China,2020-03-01T23:13:08,576.0,6.0,450.0,01-03-2020
14,Mainland China,2020-03-01T11:43:02,538.0,3.0,365.0,01-03-2020
15,Mainland China,2020-03-01T11:33:03,480.0,13.0,342.0,01-03-2020
16,Mainland China,2020-03-01T02:53:03,413.0,8.0,276.0,01-03-2020
17,Mainland China,2020-03-01T07:13:07,337.0,3.0,290.0,01-03-2020
18,Mainland China,2020-03-01T14:13:18,318.0,6.0,294.0,01-03-2020
19,Mainland China,2020-03-01T09:43:03,296.0,1.0,247.0,01-03-2020
21,Mainland China,2020-03-01T09:43:03,252.0,2.0,181.0,01-03-2020
22,Mainland China,2020-03-01T09:43:03,245.0,1.0,208.0,01-03-2020
23,Mainland China,2020-03-01T07:13:07,174.0,2.0,163.0,01-03-2020
24,Mainland China,2020-03-01T10:13:38,168.0,5.0,149.0,01-03-2020
25,Mainland China,2020-02-27T00:43:02,146.0,2.0,112.0,01-03-2020
26,Mainland China,2020-03-01T12:43:02,136.0,3.0,111.0,01-03-2020
27,Mainland China,2020-03-01T23:13:08,133.0,0.0,116.0,01-03-2020
30,Mainland China,2020-03-01T12:23:06,122.0,1.0,103.0,01-03-2020
33,Mainland China,2020-03-01T09:43:03,93.0,1.0,78.0,01-03-2020
34,Mainland China,2020-03-01T14:33:17,91.0,2.0,84.0,01-03-2020
36,Mainland China,2020-03-01T10:03:03,76.0,3.0,64.0,01-03-2020
37,Mainland China,2020-03-01T10:03:03,75.0,0.0,52.0,01-03-2020
38,Mainland China,2020-02-29T05:53:02,73.0,0.0,69.0,01-03-2020
49,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,01-03-2020
103,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,01-03-2020
0,Mainland China,2020-02-29T12:13:10,66337.0,2727.0,28993.0,29-02-2020
2,Mainland China,2020-02-29T15:33:03,1349.0,7.0,983.0,29-02-2020
3,Mainland China,2020-02-29T12:43:05,1272.0,21.0,1170.0,29-02-2020
4,Mainland China,2020-02-29T09:13:10,1205.0,1.0,1016.0,29-02-2020
6,Mainland China,2020-02-29T15:33:03,1018.0,4.0,846.0,29-02-2020
7,Mainland China,2020-02-29T05:03:13,990.0,6.0,868.0,29-02-2020
8,Mainland China,2020-02-29T01:23:07,935.0,1.0,811.0,29-02-2020
9,Mainland China,2020-02-29T15:33:03,756.0,6.0,421.0,29-02-2020
11,Mainland China,2020-02-29T07:23:11,631.0,0.0,523.0,29-02-2020
13,Mainland China,2020-02-29T23:13:06,576.0,6.0,438.0,29-02-2020
14,Mainland China,2020-02-29T12:03:07,538.0,3.0,351.0,29-02-2020
15,Mainland China,2020-02-29T12:03:07,480.0,13.0,301.0,29-02-2020
16,Mainland China,2020-02-29T03:33:02,411.0,8.0,271.0,29-02-2020
17,Mainland China,2020-02-29T06:23:03,337.0,3.0,287.0,29-02-2020
18,Mainland China,2020-02-29T15:33:03,318.0,6.0,282.0,29-02-2020
19,Mainland China,2020-02-29T15:33:03,296.0,1.0,243.0,29-02-2020
20,Mainland China,2020-02-29T12:03:07,252.0,2.0,176.0,29-02-2020
21,Mainland China,2020-02-29T09:03:06,245.0,1.0,207.0,29-02-2020
23,Mainland China,2020-02-29T05:03:13,174.0,2.0,157.0,29-02-2020
24,Mainland China,2020-02-29T23:43:02,168.0,5.0,148.0,29-02-2020
25,Mainland China,2020-02-27T00:43:02,146.0,2.0,112.0,29-02-2020
26,Mainland China,2020-02-29T12:03:07,136.0,3.0,109.0,29-02-2020
27,Mainland China,2020-02-29T23:13:06,133.0,0.0,114.0,29-02-2020
28,Mainland China,2020-02-29T15:33:03,121.0,1.0,96.0,29-02-2020
32,Mainland China,2020-02-29T09:13:10,93.0,1.0,75.0,29-02-2020
33,Mainland China,2020-02-28T02:33:02,91.0,2.0,82.0,29-02-2020
35,Mainland China,2020-02-29T12:03:07,76.0,3.0,62.0,29-02-2020
36,Mainland China,2020-02-29T09:03:06,75.0,0.0,49.0,29-02-2020
37,Mainland China,2020-02-29T05:53:02,73.0,0.0,69.0,29-02-2020
46,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,29-02-2020
96,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,29-02-2020
0,Mainland China,2020-02-28T00:43:01,65914.0,2682.0,26403.0,28-02-2020
2,Mainland China,2020-02-28T08:53:03,1348.0,7.0,935.0,28-02-2020
3,Mainland China,2020-02-28T09:23:02,1272.0,20.0,1112.0,28-02-2020
4,Mainland China,2020-02-28T10:03:12,1205.0,1.0,975.0,28-02-2020
5,Mainland China,2020-02-28T09:13:10,1017.0,4.0,830.0,28-02-2020
6,Mainland China,2020-02-28T04:43:02,990.0,6.0,821.0,28-02-2020
7,Mainland China,2020-02-28T01:13:11,935.0,1.0,790.0,28-02-2020
9,Mainland China,2020-02-28T09:23:02,756.0,6.0,405.0,28-02-2020
11,Mainland China,2020-02-28T08:53:03,631.0,0.0,515.0,28-02-2020
12,Mainland China,2020-02-28T23:23:03,576.0,6.0,422.0,28-02-2020
13,Mainland China,2020-02-28T09:23:02,538.0,3.0,338.0,28-02-2020
14,Mainland China,2020-02-28T04:43:02,480.0,13.0,283.0,28-02-2020
15,Mainland China,2020-02-28T02:23:05,410.0,7.0,257.0,28-02-2020
17,Mainland China,2020-02-28T04:53:03,337.0,3.0,279.0,28-02-2020
18,Mainland China,2020-02-28T08:53:03,318.0,6.0,277.0,28-02-2020
19,Mainland China,2020-02-28T09:13:10,296.0,1.0,235.0,28-02-2020
20,Mainland China,2020-02-28T09:13:10,252.0,2.0,168.0,28-02-2020
21,Mainland China,2020-02-28T08:53:03,245.0,1.0,199.0,28-02-2020
23,Mainland China,2020-02-28T05:03:09,174.0,2.0,156.0,28-02-2020
24,Mainland China,2020-02-28T08:53:03,168.0,5.0,133.0,28-02-2020
25,Mainland China,2020-02-27T00:43:02,146.0,2.0,112.0,28-02-2020
26,Mainland China,2020-02-27T23:13:04,136.0,3.0,102.0,28-02-2020
27,Mainland China,2020-02-28T23:23:03,133.0,0.0,112.0,28-02-2020
28,Mainland China,2020-02-27T14:13:06,121.0,1.0,93.0,28-02-2020
30,Mainland China,2020-02-28T08:53:03,93.0,1.0,73.0,28-02-2020
32,Mainland China,2020-02-28T02:33:02,91.0,2.0,82.0,28-02-2020
33,Mainland China,2020-02-28T07:43:02,76.0,3.0,52.0,28-02-2020
34,Mainland China,2020-02-28T07:23:03,75.0,0.0,45.0,28-02-2020
35,Mainland China,2020-02-27T10:03:07,72.0,0.0,68.0,28-02-2020
46,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,28-02-2020
92,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,28-02-2020
0,Mainland China,2020-02-27T12:13:14,65596.0,2641.0,23383.0,27-02-2020
2,Mainland China,2020-02-27T09:53:02,1347.0,7.0,890.0,27-02-2020
3,Mainland China,2020-02-27T15:03:11,1272.0,20.0,1068.0,27-02-2020
4,Mainland China,2020-02-27T12:43:02,1205.0,1.0,932.0,27-02-2020
5,Mainland China,2020-02-27T12:43:02,1017.0,4.0,804.0,27-02-2020
6,Mainland China,2020-02-27T14:13:06,989.0,6.0,792.0,27-02-2020
7,Mainland China,2020-02-27T01:43:02,934.0,1.0,754.0,27-02-2020
8,Mainland China,2020-02-27T14:13:06,756.0,6.0,387.0,27-02-2020
11,Mainland China,2020-02-27T14:13:06,631.0,0.0,498.0,27-02-2020
12,Mainland China,2020-02-27T23:23:02,576.0,6.0,401.0,27-02-2020
13,Mainland China,2020-02-27T12:43:02,534.0,3.0,321.0,27-02-2020
14,Mainland China,2020-02-27T12:43:02,480.0,13.0,270.0,27-02-2020
15,Mainland China,2020-02-27T02:23:13,410.0,5.0,248.0,27-02-2020
16,Mainland China,2020-02-27T04:03:12,337.0,3.0,276.0,27-02-2020
17,Mainland China,2020-02-27T12:43:02,317.0,6.0,274.0,27-02-2020
18,Mainland China,2020-02-27T10:03:07,296.0,1.0,228.0,27-02-2020
19,Mainland China,2020-02-27T10:03:07,252.0,2.0,161.0,27-02-2020
21,Mainland China,2020-02-27T12:43:02,245.0,1.0,195.0,27-02-2020
23,Mainland China,2020-02-27T10:03:07,174.0,2.0,150.0,27-02-2020
24,Mainland China,2020-02-27T10:03:07,168.0,5.0,131.0,27-02-2020
25,Mainland China,2020-02-27T00:43:02,146.0,2.0,112.0,27-02-2020
26,Mainland China,2020-02-27T23:13:04,136.0,3.0,102.0,27-02-2020
27,Mainland China,2020-02-27T23:13:04,133.0,0.0,107.0,27-02-2020
28,Mainland China,2020-02-27T14:13:06,121.0,1.0,93.0,27-02-2020
29,Mainland China,2020-02-27T12:43:02,93.0,1.0,67.0,27-02-2020
32,Mainland China,2020-02-26T14:13:10,91.0,2.0,81.0,27-02-2020
33,Mainland China,2020-02-27T12:43:02,76.0,2.0,43.0,27-02-2020
34,Mainland China,2020-02-27T23:33:02,75.0,0.0,43.0,27-02-2020
35,Mainland China,2020-02-27T10:03:07,72.0,0.0,68.0,27-02-2020
43,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,27-02-2020
86,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,27-02-2020
0,Mainland China,2020-02-26T14:13:10,65187.0,2615.0,20969.0,26-02-2020
1,Mainland China,2020-02-26T10:33:02,1347.0,7.0,851.0,26-02-2020
2,Mainland China,2020-02-26T10:33:02,1271.0,19.0,1033.0,26-02-2020
4,Mainland China,2020-02-26T10:33:02,1205.0,1.0,867.0,26-02-2020
5,Mainland China,2020-02-26T10:13:11,1016.0,4.0,783.0,26-02-2020
6,Mainland China,2020-02-26T10:13:11,989.0,6.0,744.0,26-02-2020
7,Mainland China,2020-02-26T01:13:04,934.0,1.0,719.0,26-02-2020
8,Mainland China,2020-02-26T12:43:02,756.0,6.0,377.0,26-02-2020
10,Mainland China,2020-02-26T10:13:11,631.0,0.0,478.0,26-02-2020
11,Mainland China,2020-02-26T23:43:02,576.0,6.0,384.0,26-02-2020
12,Mainland China,2020-02-26T10:13:11,531.0,3.0,307.0,26-02-2020
13,Mainland China,2020-02-26T10:33:02,480.0,12.0,249.0,26-02-2020
15,Mainland China,2020-02-26T00:53:02,400.0,4.0,235.0,26-02-2020
16,Mainland China,2020-02-26T23:53:01,337.0,3.0,272.0,26-02-2020
17,Mainland China,2020-02-26T10:33:02,312.0,6.0,261.0,26-02-2020
18,Mainland China,2020-02-26T10:33:02,294.0,1.0,218.0,26-02-2020
19,Mainland China,2020-02-26T14:13:10,252.0,2.0,147.0,26-02-2020
20,Mainland China,2020-02-26T14:13:10,245.0,1.0,192.0,26-02-2020
22,Mainland China,2020-02-26T05:13:16,174.0,2.0,144.0,26-02-2020
23,Mainland China,2020-02-26T12:43:02,168.0,5.0,129.0,26-02-2020
24,Mainland China,2020-02-25T08:03:07,146.0,2.0,104.0,26-02-2020
26,Mainland China,2020-02-26T12:43:02,135.0,3.0,96.0,26-02-2020
27,Mainland China,2020-02-26T14:13:10,133.0,0.0,104.0,26-02-2020
28,Mainland China,2020-02-26T00:13:05,121.0,1.0,88.0,26-02-2020
29,Mainland China,2020-02-26T14:13:10,93.0,1.0,65.0,26-02-2020
32,Mainland China,2020-02-26T14:13:10,91.0,2.0,81.0,26-02-2020
33,Mainland China,2020-02-26T14:23:03,76.0,2.0,34.0,26-02-2020
34,Mainland China,2020-02-26T15:03:05,75.0,0.0,38.0,26-02-2020
35,Mainland China,2020-02-26T03:53:01,71.0,0.0,65.0,26-02-2020
43,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,26-02-2020
83,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,26-02-2020
0,Mainland China,2020-02-25T15:23:04,64786.0,2563.0,18971.0,25-02-2020
1,Mainland China,2020-02-25T08:53:02,1347.0,7.0,822.0,25-02-2020
2,Mainland China,2020-02-25T12:43:02,1271.0,19.0,1002.0,25-02-2020
3,Mainland China,2020-02-25T09:13:05,1205.0,1.0,808.0,25-02-2020
4,Mainland China,2020-02-25T15:03:05,1016.0,4.0,768.0,25-02-2020
5,Mainland China,2020-02-25T06:33:02,989.0,6.0,712.0,25-02-2020
7,Mainland China,2020-02-25T15:03:05,934.0,1.0,683.0,25-02-2020
8,Mainland China,2020-02-25T12:53:02,756.0,6.0,355.0,25-02-2020
10,Mainland China,2020-02-25T00:53:02,631.0,0.0,458.0,25-02-2020
11,Mainland China,2020-02-25T23:23:03,576.0,6.0,372.0,25-02-2020
12,Mainland China,2020-02-25T15:03:05,529.0,3.0,289.0,25-02-2020
13,Mainland China,2020-02-25T15:23:04,480.0,12.0,243.0,25-02-2020
14,Mainland China,2020-02-25T01:33:02,400.0,4.0,215.0,25-02-2020
15,Mainland China,2020-02-25T06:33:02,336.0,3.0,268.0,25-02-2020
17,Mainland China,2020-02-25T12:43:02,311.0,6.0,248.0,25-02-2020
18,Mainland China,2020-02-25T10:03:07,294.0,1.0,199.0,25-02-2020
19,Mainland China,2020-02-25T10:03:07,252.0,2.0,134.0,25-02-2020
20,Mainland China,2020-02-25T15:23:04,245.0,1.0,186.0,25-02-2020
21,Mainland China,2020-02-25T04:53:02,174.0,2.0,129.0,25-02-2020
23,Mainland China,2020-02-25T12:53:02,168.0,5.0,124.0,25-02-2020
24,Mainland China,2020-02-25T08:03:07,146.0,2.0,104.0,25-02-2020
25,Mainland China,2020-02-25T15:23:04,135.0,3.0,91.0,25-02-2020
26,Mainland China,2020-02-25T23:13:03,133.0,0.0,98.0,25-02-2020
27,Mainland China,2020-02-25T00:23:03,121.0,1.0,83.0,25-02-2020
29,Mainland China,2020-02-25T15:23:04,93.0,1.0,63.0,25-02-2020
30,Mainland China,2020-02-24T15:13:07,91.0,2.0,80.0,25-02-2020
33,Mainland China,2020-02-24T15:03:05,76.0,2.0,30.0,25-02-2020
34,Mainland China,2020-02-25T23:53:02,75.0,0.0,35.0,25-02-2020
35,Mainland China,2020-02-25T03:53:02,71.0,0.0,61.0,25-02-2020
40,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,25-02-2020
77,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,25-02-2020
0,Mainland China,2020-02-24T11:13:09,64287.0,2495.0,16748.0,24-02-2020
1,Mainland China,2020-02-24T10:23:02,1345.0,6.0,786.0,24-02-2020
2,Mainland China,2020-02-24T13:23:05,1271.0,19.0,943.0,24-02-2020
3,Mainland China,2020-02-24T09:43:02,1205.0,1.0,782.0,24-02-2020
4,Mainland China,2020-02-24T14:13:11,1016.0,4.0,731.0,24-02-2020
5,Mainland China,2020-02-24T09:43:02,989.0,6.0,663.0,24-02-2020
6,Mainland China,2020-02-24T01:23:09,934.0,1.0,645.0,24-02-2020
8,Mainland China,2020-02-24T10:23:02,755.0,5.0,343.0,24-02-2020
10,Mainland China,2020-02-24T14:53:02,631.0,0.0,452.0,24-02-2020
11,Mainland China,2020-02-24T23:23:01,576.0,6.0,349.0,24-02-2020
12,Mainland China,2020-02-24T14:13:11,527.0,3.0,276.0,24-02-2020
13,Mainland China,2020-02-24T14:53:02,480.0,12.0,227.0,24-02-2020
14,Mainland China,2020-02-24T00:53:02,399.0,4.0,198.0,24-02-2020
15,Mainland China,2020-02-24T07:03:06,335.0,3.0,261.0,24-02-2020
16,Mainland China,2020-02-24T14:13:11,311.0,6.0,234.0,24-02-2020
17,Mainland China,2020-02-24T10:23:02,293.0,1.0,183.0,24-02-2020
18,Mainland China,2020-02-24T06:53:02,251.0,2.0,112.0,24-02-2020
19,Mainland China,2020-02-24T14:53:02,245.0,1.0,173.0,24-02-2020
21,Mainland China,2020-02-24T23:13:02,174.0,2.0,124.0,24-02-2020
22,Mainland China,2020-02-24T14:53:02,168.0,5.0,116.0,24-02-2020
24,Mainland China,2020-02-23T12:43:02,146.0,2.0,102.0,24-02-2020
25,Mainland China,2020-02-24T15:03:05,135.0,3.0,87.0,24-02-2020
26,Mainland China,2020-02-24T23:13:02,133.0,0.0,94.0,24-02-2020
27,Mainland China,2020-02-24T06:53:02,121.0,1.0,80.0,24-02-2020
28,Mainland China,2020-02-24T09:43:02,93.0,1.0,60.0,24-02-2020
29,Mainland China,2020-02-24T15:13:07,91.0,2.0,80.0,24-02-2020
32,Mainland China,2020-02-24T15:03:05,76.0,2.0,30.0,24-02-2020
33,Mainland China,2020-02-24T15:03:05,75.0,0.0,34.0,24-02-2020
34,Mainland China,2020-02-24T06:53:02,71.0,0.0,58.0,24-02-2020
39,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,24-02-2020
73,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,24-02-2020
0,Mainland China,2020-02-23T11:33:03,64084.0,2346.0,15343.0,23-02-2020
1,Mainland China,2020-02-23T08:53:02,1342.0,6.0,755.0,23-02-2020
2,Mainland China,2020-02-23T10:23:02,1271.0,19.0,868.0,23-02-2020
3,Mainland China,2020-02-23T13:43:02,1205.0,1.0,760.0,23-02-2020
4,Mainland China,2020-02-23T10:33:03,1016.0,4.0,714.0,23-02-2020
5,Mainland China,2020-02-23T10:53:02,989.0,6.0,637.0,23-02-2020
6,Mainland China,2020-02-23T09:23:02,934.0,1.0,613.0,23-02-2020
7,Mainland China,2020-02-23T11:33:03,754.0,4.0,321.0,23-02-2020
9,Mainland China,2020-02-23T08:53:02,631.0,0.0,418.0,23-02-2020
11,Mainland China,2020-02-23T23:13:05,575.0,6.0,335.0,23-02-2020
12,Mainland China,2020-02-23T08:53:02,526.0,3.0,261.0,23-02-2020
13,Mainland China,2020-02-23T13:43:02,480.0,12.0,222.0,23-02-2020
14,Mainland China,2020-02-23T01:13:13,399.0,4.0,189.0,23-02-2020
15,Mainland China,2020-02-23T03:13:07,335.0,3.0,249.0,23-02-2020
16,Mainland China,2020-02-23T11:33:03,311.0,6.0,219.0,23-02-2020
17,Mainland China,2020-02-23T10:33:03,293.0,1.0,170.0,23-02-2020
18,Mainland China,2020-02-23T10:33:03,249.0,2.0,106.0,23-02-2020
19,Mainland China,2020-02-23T12:13:14,245.0,1.0,163.0,23-02-2020
20,Mainland China,2020-02-23T05:33:03,174.0,2.0,115.0,23-02-2020
21,Mainland China,2020-02-23T23:23:03,168.0,5.0,106.0,23-02-2020
24,Mainland China,2020-02-23T12:43:02,146.0,2.0,102.0,23-02-2020
25,Mainland China,2020-02-23T12:43:02,135.0,3.0,81.0,23-02-2020
26,Mainland China,2020-02-23T23:03:08,132.0,0.0,88.0,23-02-2020
27,Mainland China,2020-02-23T13:33:02,121.0,1.0,73.0,23-02-2020
28,Mainland China,2020-02-23T13:23:06,91.0,2.0,78.0,23-02-2020
29,Mainland China,2020-02-23T12:43:02,91.0,1.0,54.0,23-02-2020
31,Mainland China,2020-02-23T14:43:04,76.0,2.0,28.0,23-02-2020
32,Mainland China,2020-02-23T09:43:02,75.0,0.0,27.0,23-02-2020
34,Mainland China,2020-02-23T05:33:03,71.0,0.0,56.0,23-02-2020
38,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,23-02-2020
70,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,23-02-2020
0,Mainland China,2020-02-22T23:33:06,64084.0,2346.0,15299.0,22-02-2020
1,Mainland China,2020-02-22T10:03:04,1339.0,5.0,728.0,22-02-2020
2,Mainland China,2020-02-22T14:13:38,1270.0,19.0,830.0,22-02-2020
3,Mainland China,2020-02-22T11:13:13,1205.0,1.0,719.0,22-02-2020
4,Mainland China,2020-02-22T10:03:04,1013.0,4.0,692.0,22-02-2020
5,Mainland China,2020-02-22T07:43:03,989.0,6.0,597.0,22-02-2020
6,Mainland China,2020-02-22T06:13:05,934.0,1.0,555.0,22-02-2020
7,Mainland China,2020-02-22T09:43:02,750.0,4.0,302.0,22-02-2020
9,Mainland China,2020-02-22T07:43:03,631.0,0.0,401.0,22-02-2020
10,Mainland China,2020-02-22T23:23:05,573.0,6.0,328.0,22-02-2020
11,Mainland China,2020-02-22T13:03:03,526.0,3.0,250.0,22-02-2020
12,Mainland China,2020-02-22T11:13:13,479.0,12.0,204.0,22-02-2020
14,Mainland China,2020-02-22T02:23:05,399.0,4.0,178.0,22-02-2020
15,Mainland China,2020-02-22T06:33:17,335.0,3.0,227.0,22-02-2020
16,Mainland China,2020-02-22T12:33:04,309.0,6.0,203.0,22-02-2020
17,Mainland China,2020-02-22T14:03:04,293.0,1.0,162.0,22-02-2020
18,Mainland China,2020-02-22T05:53:02,249.0,2.0,104.0,22-02-2020
19,Mainland China,2020-02-22T09:53:02,245.0,1.0,149.0,22-02-2020
20,Mainland China,2020-02-22T04:43:02,174.0,2.0,107.0,22-02-2020
21,Mainland China,2020-02-22T09:53:02,168.0,4.0,104.0,22-02-2020
22,Mainland China,2020-02-22T01:03:10,146.0,2.0,90.0,22-02-2020
23,Mainland China,2020-02-22T12:33:04,135.0,3.0,65.0,22-02-2020
24,Mainland China,2020-02-22T23:23:05,132.0,0.0,81.0,22-02-2020
26,Mainland China,2020-02-22T02:23:05,121.0,1.0,66.0,22-02-2020
27,Mainland China,2020-02-21T15:13:07,91.0,2.0,76.0,22-02-2020
28,Mainland China,2020-02-22T12:33:04,91.0,1.0,52.0,22-02-2020
30,Mainland China,2020-02-22T11:13:14,76.0,2.0,25.0,22-02-2020
31,Mainland China,2020-02-22T23:53:01,75.0,0.0,26.0,22-02-2020
32,Mainland China,2020-02-21T06:23:04,71.0,0.0,48.0,22-02-2020
38,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,22-02-2020
70,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,22-02-2020
0,Mainland China,2020-02-21T13:03:09,62662.0,2144.0,11881.0,21-02-2020
1,Mainland China,2020-02-21T10:13:09,1333.0,5.0,690.0,21-02-2020
2,Mainland China,2020-02-21T13:43:02,1267.0,19.0,736.0,21-02-2020
3,Mainland China,2020-02-21T10:23:02,1203.0,1.0,679.0,21-02-2020
4,Mainland China,2020-02-21T15:13:07,1011.0,4.0,661.0,21-02-2020
5,Mainland China,2020-02-21T10:13:09,988.0,6.0,539.0,21-02-2020
6,Mainland China,2020-02-21T01:13:05,934.0,1.0,489.0,21-02-2020
7,Mainland China,2020-02-21T10:23:02,749.0,4.0,281.0,21-02-2020
9,Mainland China,2020-02-21T11:43:01,631.0,0.0,373.0,21-02-2020
10,Mainland China,2020-02-21T23:13:14,572.0,6.0,316.0,21-02-2020
11,Mainland China,2020-02-21T12:53:01,525.0,3.0,231.0,21-02-2020
12,Mainland China,2020-02-21T11:43:01,479.0,12.0,175.0,21-02-2020
13,Mainland China,2020-02-21T01:03:09,396.0,4.0,169.0,21-02-2020
14,Mainland China,2020-02-21T05:53:01,334.0,2.0,211.0,21-02-2020
15,Mainland China,2020-02-21T12:53:01,308.0,5.0,184.0,21-02-2020
16,Mainland China,2020-02-21T11:43:01,293.0,1.0,149.0,21-02-2020
17,Mainland China,2020-02-21T11:43:01,246.0,2.0,97.0,21-02-2020
18,Mainland China,2020-02-21T11:43:01,245.0,1.0,134.0,21-02-2020
20,Mainland China,2020-02-21T06:23:04,174.0,2.0,96.0,21-02-2020
21,Mainland China,2020-02-21T10:13:09,168.0,4.0,95.0,21-02-2020
22,Mainland China,2020-02-21T12:53:01,146.0,2.0,77.0,21-02-2020
23,Mainland China,2020-02-21T23:33:06,132.0,0.0,78.0,21-02-2020
24,Mainland China,2020-02-21T12:53:01,132.0,3.0,62.0,21-02-2020
25,Mainland China,2020-02-21T01:33:02,121.0,1.0,61.0,21-02-2020
27,Mainland China,2020-02-21T15:13:07,91.0,2.0,76.0,21-02-2020
28,Mainland China,2020-02-21T10:13:09,91.0,1.0,45.0,21-02-2020
30,Mainland China,2020-02-21T13:43:02,76.0,1.0,24.0,21-02-2020
31,Mainland China,2020-02-21T08:03:15,75.0,0.0,17.0,21-02-2020
32,Mainland China,2020-02-21T06:23:04,71.0,0.0,48.0,21-02-2020
38,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,21-02-2020
70,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,21-02-2020
0,Mainland China,2020-02-20T23:43:02,62442.0,2144.0,11788.0,20-02-2020
1,Mainland China,2020-02-20T11:13:27,1332.0,5.0,642.0,20-02-2020
2,Mainland China,2020-02-20T13:53:06,1265.0,19.0,637.0,20-02-2020
3,Mainland China,2020-02-20T11:13:27,1175.0,1.0,633.0,20-02-2020
4,Mainland China,2020-02-20T11:13:27,1010.0,4.0,634.0,20-02-2020
5,Mainland China,2020-02-20T09:53:02,987.0,6.0,474.0,20-02-2020
6,Mainland China,2020-02-20T05:23:02,934.0,1.0,433.0,20-02-2020
8,Mainland China,2020-02-20T12:53:02,631.0,0.0,356.0,20-02-2020
9,Mainland China,2020-02-20T23:13:05,567.0,6.0,299.0,20-02-2020
10,Mainland China,2020-02-20T11:13:27,546.0,4.0,254.0,20-02-2020
11,Mainland China,2020-02-20T09:53:02,520.0,3.0,217.0,20-02-2020
12,Mainland China,2020-02-20T09:43:01,476.0,12.0,136.0,20-02-2020
13,Mainland China,2020-02-20T01:43:01,395.0,4.0,153.0,20-02-2020
14,Mainland China,2020-02-20T06:03:03,334.0,2.0,199.0,20-02-2020
15,Mainland China,2020-02-20T11:13:27,307.0,5.0,169.0,20-02-2020
16,Mainland China,2020-02-20T12:23:02,293.0,1.0,126.0,20-02-2020
17,Mainland China,2020-02-20T09:43:01,245.0,2.0,90.0,20-02-2020
18,Mainland China,2020-02-20T09:53:02,245.0,1.0,118.0,20-02-2020
19,Mainland China,2020-02-20T23:13:05,174.0,2.0,79.0,20-02-2020
20,Mainland China,2020-02-20T09:53:02,168.0,4.0,86.0,20-02-2020
21,Mainland China,2020-02-20T09:43:01,146.0,2.0,72.0,20-02-2020
22,Mainland China,2020-02-20T23:13:05,132.0,0.0,76.0,20-02-2020
23,Mainland China,2020-02-20T12:53:02,131.0,3.0,59.0,20-02-2020
24,Mainland China,2020-02-20T06:23:02,121.0,1.0,59.0,20-02-2020
27,Mainland China,2020-02-20T14:13:17,91.0,2.0,71.0,20-02-2020
28,Mainland China,2020-02-20T09:43:01,91.0,1.0,43.0,20-02-2020
30,Mainland China,2020-02-20T13:33:02,76.0,1.0,22.0,20-02-2020
31,Mainland China,2020-02-20T12:53:02,75.0,0.0,16.0,20-02-2020
32,Mainland China,2020-02-20T05:23:02,71.0,0.0,44.0,20-02-2020
36,Mainland China,2020-02-19T04:53:02,18.0,0.0,16.0,20-02-2020
64,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,20-02-2020
0,Mainland China,2020-02-19T23:23:02,62031.0,2029.0,10337.0,19-02-2020
1,Mainland China,2020-02-19T10:23:02,1331.0,5.0,606.0,19-02-2020
2,Mainland China,2020-02-19T12:13:08,1262.0,19.0,573.0,19-02-2020
3,Mainland China,2020-02-19T11:33:02,1174.0,0.0,604.0,19-02-2020
4,Mainland China,2020-02-19T11:33:02,1008.0,4.0,561.0,19-02-2020
